,Tên Sách,Ảnh bìa,Thể loại,Tác giả,Nội dung tóm tắt,Giá bìa,Công ty phát hành,Ngày xuất bản,Kích thước,Loại bìa,Số trang,Nhà xuất bản,Dịch Giả,Phiên bản,Lưu ý,Thương hiệu
233,Giáo Trình Chuyên Đề Lý Thuyết Kiến Trúc,https://salt.tikicdn.com/cache/280x280/ts/product/a3/32/7c/202b973ac6aea55a9e0953f2f987b3b8.jpg,Đại học – cao đẳng – thcn,Nguyễn Đình Thi,Một nền kiến trúc chỉ ra hoa kết quả và phát triển bền vững khi có những luận thuyết kiến trúc và tuyên ngôn kiến trúc của mình. Những lí thuyết kiến trúc đó ảnh hưởng đến sự phát triển của nền kiến t...,183080,NXB Xây Dựng,2019-07-01 00:00:00,19 x 27 cm,Bìa mềm,396,,,,,
234,"Combo Sách: Vật Lí Đại Cương Tập 3, Phần Một - Quang Học - Vật Lí Lượng Tử Và Hạt Nhân + Bài Tập Vật Lí Đại Cương Tập 3 (Dùng Cho Các Trường Đại Học Khối Kỹ Thuật Công Nghiệp)",https://salt.tikicdn.com/cache/280x280/ts/product/2c/18/10/3ee0306f2951dacf32164e8db53e1c95.jpg,Đại học – cao đẳng – thcn, Lương Duyên Bình,"Bộ sách  ""Vật Lý Đại Cương"" được biên soạn theo khung chương trình của Bộ Giáo Dục - Đào Tạo, có chú ý đến nội dung đào tạo của khối các trường kỹ thuật.Mục tiêu của giáo trình nhằm giúp cho sinh viê...",68000,Công Ty Cổ Phần Sách Đại Học - Dạy Nghề,2020-11-06 11:45:13,,Bìa mềm,470,Nhà Xuất Bản Giáo Dục Việt Nam,,Tái bản lần thứ 22,,
235,Khảo Luận Thứ Hai Về Chính Quyền,https://salt.tikicdn.com/cache/280x280/media/catalog/product/2/-/2-khao-luan-thu-hai-ve-chinh-quyen.u5168.d20170710.t135439.11576.jpg,Đại học – cao đẳng – thcn,John Locke, Khảo Luận Thứ Hai Về Chính Quyền  là những trang sách tiếng Việt của một trong những tác phẩm được xem là vĩ đại nhất của nền triết học chính trị và chính     trị học nhân loại mà tác giả của nó John...,85500,NXB Tri Thức,2013-01-01 00:00:00,12 x 20 cm,Bìa mềm,320,,,,,
236,Cơ Sở Lý Thuyết Điều Khiển Tuyến Tính,https://salt.tikicdn.com/cache/280x280/ts/product/9f/70/c8/1ae942c3d1583fd0dce0c8fe1827a746.jpg,Đại học – cao đẳng – thcn,Nguyễn Doãn Phước,Lý thuyết điều khiển tuyến tính là phần nền tảng cơ bản và quan trọng nhất của Lý thuyết điều khiển nói chung. Rất nhiều các phát triển mới về khái niệm cũng như phương pháp của Điều khiển nâng cao nh...,136400,NXB Bách Khoa Hà Nội,2020-07-17 09:51:18,,Bìa mềm,452,Nhà Xuất Bản Bách Khoa Hà Nội,,,,
237,Tự Nhiên Và Xã Hội 1 - Sách Giáo Viên (Bộ Sách Kết Nối Tri Thức Với Cuộc Sống),https://salt.tikicdn.com/cache/280x280/ts/product/cf/c0/05/36196831aed8bc1bd5b80302a377f1cc.jpg,Đại học – cao đẳng – thcn,"Nhiều Tác Giả,Nhiều Tác Giả,Nhiều tác giả,Nhiều Tác Giả ,Nhiều Tác giả,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhiều tác giả,Nhiều Tác Gỉa","Tự nhiên và Xã hội 1 - Sách giáo viên là cuốn sách dùng cho các thầy, cô giáo dạy SGK Tự nhiên và Xã hội 1. Tự nhiên và Xã hội 1 là cuốn sách được biên soạn theo Chương trình Giáo dục phổ thông được B...",43000,Nhà xuất bản Giáo Dục,,,,,Nhà Xuất Bản Giáo Dục Việt Nam,,,,
238,Bất Ổn Kinh Tế Vĩ Mô Ở Việt Nam,https://salt.tikicdn.com/cache/280x280/media/catalog/product/b/a/bat-on-kinh-te-vi-mo-o-viet-nam.jpg,Đại học – cao đẳng – thcn,PGS. TS Hạ Thị Thiều Dao,Bất Ổn Kinh Tế Vĩ Mô Ở Việt Nam...,59000,Hương Huy,2013-12-20 00:00:00,16 x 24 cm,Bìa mềm,234,Đang cập nhật,,,,
239,Giáo Trình Kế Toán Hành Chính Sự Nghiệp,https://salt.tikicdn.com/cache/280x280/media/catalog/product/k/e/ke-toan-hanh-chinh-su-nghiep.jpg,Đại học – cao đẳng – thcn,Nhiều Tác Giả,"Giáo Trình Kế Toán Hành Chính Sự Nghiệp Kế toán Hành chính Sự nghiệp là một môn học thuộc chương trình đào tạo của chuyên ngành Kế toán, và trong thời gian tới là môn học chủ đạo trong chương trình đ...",100000,Hương Huy,2012-01-20 00:00:00,16 x 24 cm,Bìa mềm,434,Nhà Xuất Bản Phương Đông,,,,
240,Bài Tập Hóa Học hữu Cơ,https://salt.tikicdn.com/cache/280x280/ts/product/b3/c9/bd/cd08c7e641165202c2415df549b01bf0.png,Đại học – cao đẳng – thcn,nhieu tac gia,Sách: Bài Tập Hóa Học hữu CơNhà phát hành: NXB Giáo Dục Việt NamNhà xuất bản: NXB Giáo Dục Việt NamTác giả: GS. TS. Nguyễn Hữu Đĩnh (Chủ biên) - GS. TS. Đặng Đình Bạch - GS. TS. Lê Thị Anh Đào - GS...,87000,Nhà xuất bản Giáo dục Việt Nam,,,Bìa mềm,380,Nhà Xuất Bản Giáo Dục Việt Nam,,,,
241,Quản Trị Ngân Hàng Thương Mại Trong Cạnh Tranh Toàn Cầu,https://salt.tikicdn.com/cache/280x280/media/catalog/product/q/u/quan-tri-ngan-hang-thuong-mai.jpg,Đại học – cao đẳng – thcn,Dương Hữu Hạnh,"Quản Trị Ngân Hàng Thương Mại Trong Cạnh Tranh Toàn Cầu Quản Trị Ngân hàng Thương Mại Trong Cạnh Tranh Toàn Cầu được biên soạn dựa trên yêu cầu học tập, nghiên cứu lĩnh vực quản trị kinh doanh trong ...",214000,Hương Huy,2012-09-20 00:00:00,16 x 24 cm,Bìa mềm,852,Nhà Xuất Bản Lao Động,,,,
242,Bạn Biết Gì Về Điều Bạn Chưa Từng Biết - Tập 1 Quyển 3: Tinh Hoa Kinh Doanh Theo Mạng,https://salt.tikicdn.com/cache/280x280/media/catalog/product/t/i/tinh-hoa-kinh-doanh-theo-mang.jpg,Đại học – cao đẳng – thcn,Nhóm tác giả,Bạn Biết Gì Về Điều Bạn Chưa Từng Biết - Tập 1 Quyển 3: Tinh Hoa Kinh Doanh Theo Mạng Phần 1: Lịch sử huyền thoại về một ngành Kinh doanh huyền thoại (Tổng quan về ngành Kinh doanh theo mạng trên th...,89000,Hương Huy,2012-06-20 00:00:00,16 x 24 cm,Bìa mềm,258,Nhà Xuất Bản Phương Đông,,,,
243,Mô Hình Tài Chính Cơ Bản,https://salt.tikicdn.com/cache/280x280/media/catalog/product/m/o/mo-hinh-tai-chinh-co-ban.jpg,Đại học – cao đẳng – thcn,TS. Trần Thế Sao,Mô Hình Tài Chính Cơ Bản Chương 1: Sử dụng hàm mục tiêu Goalseek tìm giá trị mong muốn - ứng dụng trong phân tích điểm hòa vốn Chương 2: Sử dụng chức năng Data table tạo bảng so sánh biến thiên - ứn...,44000,Hương Huy,2013-01-20 00:00:00,16 x 24 cm,Bìa mềm,170,Nhà Xuất Bản Phương Đông,,,,
244,Giáo Trình Điều Khiển Các Quá Trình Công Nghệ,https://salt.tikicdn.com/cache/280x280/media/catalog/product/1/5/15-0.u4939.d20171013.t134918.531463.jpg,Đại học – cao đẳng – thcn,Nguyễn Văn Chí,"Giáo Trình Điều Khiển Các Quá Trình Công Nghệ Để giúp sinh viên ngành kỹ thuật điều khiển và tự động hóa nắm được các kiến thức quan trọng của một bài toán điều khiển quá trình, giáo trình này đề cập...",236000,Trung Tâm Phát Hành Sách Và Văn Hóa Phẩm Khoa Học Và Kỹ Thuật,2017-03-13 00:00:00,19 x 27 cm,Bìa mềm,390,,,,,
245,Giáo Trình Kế Toán Tài Chính (Phần 5),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img144.u2469.d20160727.t153331.jpg,Đại học – cao đẳng – thcn,Nhiều Tác Giả,"Giáo Trình Kế Toán Tài Chính (Phần 5) Ngày nay, thương mại và dịch vụ nói chung, dịch vụ kế toán, kiểm toán nói riêng đã trở thành ngành kinh tế quan trọng, thu hút sự quan tâm của nhiều quốc gia, nh...",54000,Hương Huy,2008-12-01 00:00:00,20 x 29 cm,Bìa mềm,195,Nhà Xuất Bản Giao Thông Vận Tải,,,,
246,Bài Tập Cơ Sở Lý Thuyết Mạch Điện (Tập 2),https://salt.tikicdn.com/cache/280x280/ts/product/7a/92/fa/a0cdbe48bc7c83e4b630d5cf7e0f730b.jpg,Đại học – cao đẳng – thcn,"TS. Lê Thị Thu Hà,TS. Đặng Danh Hoằng,Ths. Nguyễn Văn Huỳnh",Bài Tập Cơ Sở Lý Thuyết Mạch Điện - Tập 2Cơ sở Lý thuyết mạch điện là một môn học cơ bản trong chương trình đại học thuộc ngành Điện và Điện tử. Môn học Cơ sở Lý thuyết mạch điện cung cấp cho người h...,180000,Trung Tâm Phát Hành Sách Và Văn Hóa Phẩm Khoa Học Và Kỹ Thuật,2017-12-20 00:00:00,27 x 19 cm,Bìa mềm,287,,,,,
247,International Financial Management (Seventh Edition),https://salt.tikicdn.com/cache/280x280/ts/product/bf/be/80/ddf8bc8397a01face0d37c1b258a3aee.jpg,Đại học – cao đẳng – thcn,"Bruce G. Resnick,Cheol S. Eun",            International Financial Management        is written based on two distinct parts: emphasis on the basics and emphasis on a managerial perspective. As capital markets    of the world b...,369000,Nhà Sách Lộc,2016-01-01 00:00:00,19 x 27 cm,Bìa mềm,540,Nhà Xuất Bản Kinh Tế TPHCM,,,,
248,Giáo Dục Thể Chất 1 - Sách Giáo Viên (Bộ Sách Kết Nối Tri Thức Với Cuộc Sống),https://salt.tikicdn.com/cache/280x280/ts/product/37/cd/b9/0caa698c86f210a102a690a215541314.jpg,Đại học – cao đẳng – thcn,"Nhiều Tác Giả,Nhiều Tác Giả,Nhiều tác giả,Nhiều Tác Giả ,Nhiều Tác giả,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhiều tác giả,Nhiều Tác Gỉa","Chương trình Giáo dục phổ thông được Bộ Giáo dục và Đào tạo ban hành kèm theo Thông tư số 32/TT-BGDĐT ngày 26/12/2018 xác định các nhiệm vụ và mục tiêu cơ bản là: giúp học sinh biết cách bảo vệ, chăm ...",39000,Nhà xuất bản Giáo Dục,,,,,Nhà Xuất Bản Giáo Dục Việt Nam,,,,
249,Combo 2 cuốn Giáo Trình Triết Học Mác – Lênin + Giáo Trình Tư Tưởng Hồ Chí Minh (Dành Cho Bậc Đại Học HỆ CHUYÊN Lý Luận Chính Trị),https://salt.tikicdn.com/cache/280x280/ts/product/0f/3b/35/b74d6961746d735554f851ec38454e46.jpg,Đại học – cao đẳng – thcn,Bộ Giáo Dục Và Đào Tạo,"Bộ giáo trình lý luận chính trị gồm 5 cuốn dành cho bậc đại học hệ chuyên lý luận chính trị.Bộ sách là tài liệu giảng dạy, học tập cho giảng viên, sinh viên các trường đại học theo chương trình mới d...",202000,Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật,2021-08-24 15:17:16,,Bìa mềm,932,Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật,,,,
250,Từ Điển Kế Toán Và Kiểm Toán (Anh - Việt),https://salt.tikicdn.com/cache/280x280/media/catalog/product/t/u/tu-dien-ke-toan-va-kiem-toan.jpg,Đại học – cao đẳng – thcn,MBA. Nguyễn Văn Dung,"Từ Điển Kế Toán Và Kiểm Toán (Anh - Việt) Quyển Từ điển Kế Toán - Kiểm Toán Anh Việt nhằm giúp các sinh viên, doanh nhân, chuyên viên kế toán - kiểm toán nắm được chính xác ý nghĩa và bối cảnh sử dụn...",175000,Hương Huy,2010-07-20 00:00:00,16 x 24 cm,Bìa mềm,578,Nhà Xuất Bản Lao Động,,,,
251,Tài Chính Doanh Nghiệp Căn Bản - Tập 2,https://salt.tikicdn.com/cache/280x280/media/catalog/product/t/a/tai-chinh-doanh-nghiep-can-ban.jpg,Đại học – cao đẳng – thcn,TS. Đỗ Quang Trị,"Tài Chính Doanh Nghiệp Căn Bản - Tập 2 Để sản xuất kinh doanh, tất cả các doanh nghiệp đều phải sử dụng các nguồn lực trong và ngoài nước như nguồn nhân lực, tài lực, vật lực, công nghệ, đặc biệt là ...",50000,Hương Huy,2012-10-20 00:00:00,16 x 24 cm,Bìa mềm,218,Nhà Xuất Bản Lao Động,,,,
252,Giáo Trình Cao Học Quản Trị Chiến Lược - Cập Nhật BSC,https://salt.tikicdn.com/cache/280x280/ts/product/af/df/98/ac17a1c8cc5033ecf965309c4037bc16.jpg,Đại học – cao đẳng – thcn,PGS.TS Hà Nam Khánh Giao,"Giáo Trình Cao Học Quản Trị Chiến Lược - Cập Nhật BSCQuản trị Chiến lược là một trong những môn học chính và bắt buộc, được giảng dạy trong toàn bộ các trường có liên quan đến quản trị kinh doanh nói...",243000,Hương Huy,2020-06-01 00:00:00,16 x 24 cm,Bìa mềm,816,Nhà Xuất Bản Tài Chính,,,,
253,Kinh Tế Phát Triển (Căn Bản Và Nâng Cao),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img192.u2469.d20160801.t145341.jpg,Đại học – cao đẳng – thcn,PGS.TS. Đinh Phi Hổ (Chủ biên) - TS. Nguyễn Văn Phương,"Kinh Tế Phát Triển Trong thời gian qua, trên thế giới và Việt Nam đã có nhiều tác giả viết về kinh tế phát triển với những góc nhìn khác nhau, tuy nhiên trên thực tế, sinh viên và những độc giả muốn ...",239000,Hương Huy,2015-12-01 00:00:00,16 x 24 cm,Bìa mềm,818,Nhà Xuất Bản Kinh Tế TPHCM,,,,
254,Giáo Trình Nhà Máy Điện Và Trạm Biến Áp (Phần Điện),https://salt.tikicdn.com/cache/280x280/media/catalog/product/1/1/11-001.u4939.d20171013.t131940.578265.jpg,Đại học – cao đẳng – thcn,Huỳnh Đức Hoàn,"Giáo Trình Nhà Máy Điện Và Trạm Biến Áp (Phần Điện) Cuốn giáo trình này có thể sử dụng như 1 tài liệu giáo khoa cho sinh viên các ngành kỹ thuật và tài liệu tham khảo cho các cán bộ, kỹ sư đang nghiê...",126000,Trung Tâm Phát Hành Sách Và Văn Hóa Phẩm Khoa Học Và Kỹ Thuật,2017-07-13 00:00:00,16 x 24 cm,Bìa mềm,258,,,,,
255,"Giáo Trình Triết Học ( Dùng Cho Khối Không Chuyên Ngành Triết Học Trình Độ Đào Tạo Thạc Sĩ, Tiến Sĩ Các Ngành Khoa Học Tự Nhiên, Công Nghệ)",https://salt.tikicdn.com/cache/280x280/ts/product/79/98/73/bf9e794f23f6c180b3f0fd8096fdbcb9.jpg,Đại học – cao đẳng – thcn,Nhiều Tác Giả,Giáo Trình Triết HọcCuốn sách ra đời để phục vụ cho công tác giảng dạy và học tập của học viên cao học và nghiên cứu sinh các ngành khoa học tự nhiên và công nghệ không thuộc chuyên ngành triết học. ...,58000,NXB Chính Trị Quốc Gia Sự Thật,2018-05-01 00:00:00,14.5 x 20.5 cm,Bìa mềm,227,Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật,,,,
256,Giáo Trình Thực Hành Thiết Kế Kiến Trúc - REVIT Toàn Tập: Dùng Cho Các Phiên Bản 2018 - 2017,https://salt.tikicdn.com/cache/280x280/ts/product/8d/b0/f3/8caf937e9494062b7b93b081236c0866.jpg,Đại học – cao đẳng – thcn,"Phạm Quang Hiển,Phạm Quang Huy",Giáo Trình Thực Hành Thiết Kế Kiến Trúc - REVIT Toàn Tập: Dùng Cho Các Phiên Bản 2018 – 2017Chào mừng các bạn đến với tủ sách STK qua chuyên đề “GIÁO TRÌNH THỰC HÀNH THIẾT KẾ KIẾN TRÚC-REVIT TOÀN TẬP...,120700,Công Ty TNHH Thương Mại STK,2018-04-12 14:39:10,<p>16 x 24 cm</p>,Bìa mềm,488,Nhà Xuất Bản Thanh Niên,,,,
257,Combo 2 cuốn Giáo Trình Chủ Nghĩa Xã Hội Khoa Học + Giáo Trình Kinh Tế Chính Trị Mác – Lênin (Dành Cho Bậc Đại Học HỆ CHUYÊN Lý Luận Chính Trị),https://salt.tikicdn.com/cache/280x280/ts/product/8a/8c/71/cc4a3b81b04aaac368d5b6948e5d0540.jpg,Đại học – cao đẳng – thcn,Bộ Giáo Dục Và Đào Tạo,"Bộ giáo trình lý luận chính trị gồm 5 cuốn dành cho bậc đại học hệ chuyên lý luận chính trị.Bộ sách là tài liệu giảng dạy, học tập cho giảng viên, sinh viên các trường đại học theo chương trình mới d...",179000,Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật,2021-08-24 13:45:01,,Bìa mềm,808,Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật,,,,
